"icd_code","long_title"
"S06829S","Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of unspecified duration, sequela"
"S0689  ","Other specified intracranial injury"
"S06890 ","Other specified intracranial injury without loss of consciousness"
"S06890A","Other specified intracranial injury without loss of consciousness, initial encounter"
"S06890D","Other specified intracranial injury without loss of consciousness, subsequent encounter"
"S06890S","Other specified intracranial injury without loss of consciousness, sequela"
"S06891 ","Other specified intracranial injury with loss of consciousness of 30 minutes or less"
"S06891A","Other specified intracranial injury with loss of consciousness of 30 minutes or less, initial encounter"
"S06891D","Other specified intracranial injury with loss of consciousness of 30 minutes or less, subsequent encounter"
"S06891S","Other specified intracranial injury with loss of consciousness of 30 minutes or less, sequela"
"S06892 ","Other specified intracranial injury with loss of consciousness of 31 minutes to 59 minutes"
"S06892A","Other specified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
"S06892D","Other specified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter"
"S06892S","Other specified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, sequela"
"S06893 ","Other specified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes"
"S06893A","Other specified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
"S06893D","Other specified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter"
"S06893S","Other specified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela"
"S06894 ","Other specified intracranial injury with loss of consciousness of 6 hours to 24 hours"
"S06894A","Other specified intracranial injury with loss of consciousness of 6 hours to 24 hours, initial encounter"
"S06894D","Other specified intracranial injury with loss of consciousness of 6 hours to 24 hours, subsequent encounter"
"S06894S","Other specified intracranial injury with loss of consciousness of 6 hours to 24 hours, sequela"
"S06895 ","Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level"
"S06895A","Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
"S06895D","Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter"
"S06895S","Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela"
"S06896 ","Other specified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving"
"S06896A","Other specified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
"S06896D","Other specified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter"
"S06896S","Other specified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela"
"S06897 ","Other specified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness"
"S06897A","Other specified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
"S06897D","Other specified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter"
"S06897S","Other specified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, sequela"
"S06898 ","Other specified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness"
"S06898A","Other specified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
"S06898D","Other specified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter"
"S06898S","Other specified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, sequela"
"S06899 ","Other specified intracranial injury with loss of consciousness of unspecified duration"
"S06899A","Other specified intracranial injury with loss of consciousness of unspecified duration, initial encounter"
"S06899D","Other specified intracranial injury with loss of consciousness of unspecified duration, subsequent encounter"
"S06899S","Other specified intracranial injury with loss of consciousness of unspecified duration, sequela"
"S069   ","Unspecified intracranial injury"
"S069X  ","Unspecified intracranial injury"
"S069X0 ","Unspecified intracranial injury without loss of consciousness"
"S069X0A","Unspecified intracranial injury without loss of consciousness, initial encounter"
"S069X0D","Unspecified intracranial injury without loss of consciousness, subsequent encounter"
"S069X0S","Unspecified intracranial injury without loss of consciousness, sequela"
"S069X1 ","Unspecified intracranial injury with loss of consciousness of 30 minutes or less"
"S069X1A","Unspecified intracranial injury with loss of consciousness of 30 minutes or less, initial encounter"
"S069X1D","Unspecified intracranial injury with loss of consciousness of 30 minutes or less, subsequent encounter"
"S069X1S","Unspecified intracranial injury with loss of consciousness of 30 minutes or less, sequela"
"S069X2 ","Unspecified intracranial injury with loss of consciousness of 31 minutes to 59 minutes"
"S069X2A","Unspecified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
"S069X2D","Unspecified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter"
"S069X2S","Unspecified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, sequela"
"S069X3 ","Unspecified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes"
"S069X3A","Unspecified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
"S069X3D","Unspecified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter"
"S069X3S","Unspecified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela"
"S069X4 ","Unspecified intracranial injury with loss of consciousness of 6 hours to 24 hours"
"S069X4A","Unspecified intracranial injury with loss of consciousness of 6 hours to 24 hours, initial encounter"
"S069X4D","Unspecified intracranial injury with loss of consciousness of 6 hours to 24 hours, subsequent encounter"
"S069X4S","Unspecified intracranial injury with loss of consciousness of 6 hours to 24 hours, sequela"
"S069X5 ","Unspecified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level"
"S069X5A","Unspecified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter"
"S069X5D","Unspecified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter"
"S069X5S","Unspecified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela"
"S069X6 ","Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving"
"S069X6A","Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
"S069X6D","Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter"
"S069X6S","Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela"
"S069X7 ","Unspecified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness"
"S069X7A","Unspecified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
"S069X7D","Unspecified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter"
"S069X7S","Unspecified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, sequela"
"S069X8 ","Unspecified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness"
"S069X8A","Unspecified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
"S069X8D","Unspecified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter"
"S069X8S","Unspecified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, sequela"
"S069X9 ","Unspecified intracranial injury with loss of consciousness of unspecified duration"
"S069X9A","Unspecified intracranial injury with loss of consciousness of unspecified duration, initial encounter"
"S069X9D","Unspecified intracranial injury with loss of consciousness of unspecified duration, subsequent encounter"
"S069X9S","Unspecified intracranial injury with loss of consciousness of unspecified duration, sequela"
"T850   ","Mechanical complication of ventricular intracranial (communicating) shunt"
"T8501  ","Breakdown (mechanical) of ventricular intracranial (communicating) shunt"
"T8501XA","Breakdown (mechanical) of ventricular intracranial (communicating) shunt, initial encounter"
"T8501XD","Breakdown (mechanical) of ventricular intracranial (communicating) shunt, subsequent encounter"
"T8501XS","Breakdown (mechanical) of ventricular intracranial (communicating) shunt, sequela"
"T8502  ","Displacement of ventricular intracranial (communicating) shunt"
"T8502XA","Displacement of ventricular intracranial (communicating) shunt, initial encounter"
"T8502XD","Displacement of ventricular intracranial (communicating) shunt, subsequent encounter"
"T8502XS","Displacement of ventricular intracranial (communicating) shunt, sequela"
"T8503  ","Leakage of ventricular intracranial (communicating) shunt"
"T8503XA","Leakage of ventricular intracranial (communicating) shunt, initial encounter"
"T8503XD","Leakage of ventricular intracranial (communicating) shunt, subsequent encounter"
"T8503XS","Leakage of ventricular intracranial (communicating) shunt, sequela"
"T8509  ","Other mechanical complication of ventricular intracranial (communicating) shunt"
"T8509XA","Other mechanical complication of ventricular intracranial (communicating) shunt, initial encounter"
"T8509XD","Other mechanical complication of ventricular intracranial (communicating) shunt, subsequent encounter"
"T8509XS","Other mechanical complication of ventricular intracranial (communicating) shunt, sequela"
"T85730 ","Infection and inflammatory reaction due to ventricular intracranial (communicating) shunt"
"T85730A","Infection and inflammatory reaction due to ventricular intracranial (communicating) shunt, initial encounter"
"T85730D","Infection and inflammatory reaction due to ventricular intracranial (communicating) shunt, subsequent encounter"
"T85730S","Infection and inflammatory reaction due to ventricular intracranial (communicating) shunt, sequela"
